ccode,country.name,year,value
180,"Congo, DRC",1730,0.1267816
188,Costa Rica,1730,0.001085748
384,Cote d'Ivoire,1730,0.04591139
191,Croatia,1730,0.02630784
192,Cuba,1730,0.00455196
196,Cyprus,1730,0.2582612
203,Czech Republic,1730,0.05347104
262,Djibouti,1730,5.064559
212,Dominica,1730,0.07904474
214,Dominican Republic,1730,0.06226497
218,Ecuador,1730,0.03325654
818,Egypt,1730,0.02597641
222,El Salvador,1730,0.006294851
226,Equatorial Guinea,1730,0.01999537
232,Eritrea,1730,0.2499305
246,Finland,1730,0.0004481123
250,France,1730,0.02783181
266,Gabon,1730,0.1023881
268,Georgia,1730,0.01488895
276,Germany,1730,0.06340791
288,Ghana,1730,0.1213469
300,Greece,1730,0.7941146
308,Grenada,1730,0.03835869
320,Guatemala,1730,0.02060558
324,Guinea,1730,0.0189552
624,Guinea-Bissau,1730,0.194485
328,Guyana,1730,0.04276114
332,Haiti,1730,0.1054621
340,Honduras,1730,0.00701558
348,Hungary,1730,0.006631439
356,India,1730,0.04499162
360,Indonesia,1730,0.04913532
364,Iran,1730,0.5622075
368,Iraq,1730,0.3378854
376,Israel,1730,0.7942197
380,Italy,1730,0.08247383
388,Jamaica,1730,0.4551564
392,Japan,1730,0.006324789
400,Jordan,1730,0.4839976
398,Kazakhstan,1730,0.06206957
404,Kenya,1730,0.5319825
414,Kuwait,1730,0.1466094
417,Kyrgyzstan,1730,0.08489554
418,Laos,1730,0.01379844
428,Latvia,1730,0.005263456
